date,escalation_score_mean,escalation_score_std,escalation_score_min,escalation_score_max,escalation_score_count,article_length_mean,article_length_sum,title_length_mean,region_<lambda>,topic_<lambda>,hour_avg,day_of_week_mode,escalation_score_mean_lag1,escalation_score_mean_lag7,escalation_score_mean_lag30,escalation_score_ma7,escalation_score_ma30,escalation_score_std7,year,month,day,quarter,day_of_year,week_of_year,is_weekend,is_month_start,is_month_end,month_sin,month_cos,day_sin,day_cos,dow_sin,dow_cos,time_trend,time_trend_sq,volatility_7d,volatility_30d,escalation_change,escalation_pct_change,momentum_3d,momentum_7d,position_in_30d_range
2024-01-01,0.5622035203558027,,0.5622035203558027,0.5622035203558027,1,63.0,63,32.0,taiwan,general,0.0,0,,,,,,,2024,1,1,1,1,1,0,1,0,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,0.0,1.0,0,0,,,,,,,
2024-01-02,0.5623585682926756,,0.5623585682926756,0.5623585682926756,1,63.0,63,32.0,taiwan,general,0.0,1,0.5622035203558027,,,,,,2024,1,2,1,2,1,0,0,0,0.49999999999999994,0.8660254037844387,0.39435585511331855,0.9189578116202306,0.7818314824680298,0.6234898018587336,1,1,,,0.00015504793687293184,0.00027578613661982665,,,
2024-01-03,0.5623188553434431,,0.5623188553434431,0.5623188553434431,1,63.0,63,32.0,taiwan,general,0.0,2,0.5623585682926756,,,,,,2024,1,3,1,3,1,0,0,0,0.49999999999999994,0.8660254037844387,0.5712682150947923,0.8207634412072763,0.9749279121818236,-0.22252093395631434,2,4,,,-3.9712949232550976e-05,-7.06185545515936e-05,,,
2024-01-04,0.5619763128685229,,0.5619763128685229,0.5619763128685229,1,63.0,63,32.0,taiwan,general,0.0,3,0.5623188553434431,,,,,,2024,1,4,1,4,1,0,0,0,0.49999999999999994,0.8660254037844387,0.72479278722912,0.6889669190756866,0.43388373911755823,-0.900968867902419,3,9,,,-0.00034254247492016,-0.0006091605708490322,-0.00022720748727977913,,
2024-01-05,0.5624324834708012,,0.5624324834708012,0.5624324834708012,1,63.0,63,32.0,taiwan,general,0.0,4,0.5619763128685229,,,,,,2024,1,5,1,5,1,0,0,0,0.49999999999999994,0.8660254037844387,0.8486442574947509,0.5289640103269624,-0.433883739117558,-0.9009688679024191,4,16,,,0.0004561706022783163,0.0008117256756781099,7.391517812560533e-05,,
2024-01-06,0.562641256867033,,0.562641256867033,0.562641256867033,1,63.0,63,32.0,taiwan,general,0.0,5,0.5624324834708012,,,,,,2024,1,6,1,6,1,1,0,0,0.49999999999999994,0.8660254037844387,0.9377521321470804,0.3473052528448203,-0.9749279121818236,-0.2225209339563146,5,25,,,0.00020877339623182056,0.00037119725899081857,0.00032240152358997687,,
2024-01-07,0.5620499191862165,,0.5620499191862165,0.5620499191862165,1,63.0,63,32.0,taiwan,general,0.0,6,0.562641256867033,,,0.5622829880549279,,0.0002281776130345914,2024,1,7,1,7,1,1,0,0,0.49999999999999994,0.8660254037844387,0.9884683243281114,0.1514277775045767,-0.7818314824680299,0.6234898018587334,6,36,0.0002281776130345914,,-0.0005913376808165394,-0.0010510030567422168,7.360631769359749e-05,,
2024-01-08,0.5625889131517121,,0.5625889131517121,0.5625889131517121,1,63.0,63,32.0,taiwan,general,0.0,0,0.5620499191862165,0.5622035203558027,,0.5623380441686292,,0.00025114635792297636,2024,1,8,1,8,2,0,0,0,0.49999999999999994,0.8660254037844387,0.9987165071710528,-0.05064916883871264,0.0,1.0,7,49,0.00025114635792297636,,0.0005389939654956155,0.0009589788150419221,0.0001564296809108967,0.00038539279590943387,
2024-01-09,0.5627418478329977,,0.5627418478329977,0.5627418478329977,1,63.0,63,32.0,taiwan,general,0.0,1,0.5625889131517121,0.5623585682926756,,0.5623927983886752,,0.0002944194700274429,2024,1,9,1,9,2,0,0,0,0.49999999999999994,0.8660254037844387,0.9680771188662043,-0.2506525322587204,0.7818314824680298,0.6234898018587336,8,64,0.0002944194700274429,,0.00015293468128563248,0.0002718409085398221,0.00010059096596470862,0.0003832795403221345,
2024-01-10,0.5623624209201699,,0.5623624209201699,0.5623624209201699,1,63.0,63,32.0,taiwan,general,0.0,2,0.5627418478329977,0.5623188553434431,,0.5623990220424934,,0.0002930531878840683,2024,1,10,1,10,2,0,0,0,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,0.9749279121818236,-0.22252093395631434,9,81,0.0002930531878840683,,-0.0003794269128278849,-0.000674246840338899,0.0003125017339533631,4.3565576726800614e-05,
2024-01-11,0.5623509930841851,,0.5623509930841851,0.5623509930841851,1,63.0,63,33.0,taiwan,general,0.0,3,0.5623624209201699,0.5619763128685229,,0.5624525477875879,,0.00023052466351634348,2024,1,11,1,11,2,0,0,0,0.49999999999999994,0.8660254037844387,0.7907757369376989,-0.6121059825476626,0.43388373911755823,-0.900968867902419,10,100,0.00023052466351634348,,-1.142783598473418e-05,-2.0321123104238836e-05,-0.00023792006752698658,0.0003746802156622264,
2024-01-12,0.5623872110337923,,0.5623872110337923,0.5623872110337923,1,63.0,63,33.0,taiwan,general,0.0,4,0.5623509930841851,0.5624324834708012,,0.5624460802965866,,0.00023181286937435034,2024,1,12,1,12,2,0,0,0,0.49999999999999994,0.8660254037844387,0.6513724827222223,-0.758758122692791,-0.433883739117558,-0.9009688679024191,11,121,0.00023181286937435034,,3.6217949607175726e-05,6.440452680367414e-05,-0.00035463679920544333,-4.5272437008914146e-05,
2024-01-13,0.5624337351683415,,0.5624337351683415,0.5624337351683415,1,63.0,63,33.0,taiwan,general,0.0,5,0.5623872110337923,0.562641256867033,,0.5624164343396307,,0.00021537934272611176,2024,1,13,1,13,2,1,0,0,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,-0.9749279121818236,-0.2225209339563146,12,144,0.00021537934272611176,,4.652413454919735e-05,8.272616026183677e-05,7.13142481716389e-05,-0.00020752169869153736,
2024-01-14,0.5622217431212917,,0.5622217431212917,0.5622217431212917,1,63.0,63,33.0,taiwan,general,0.0,6,0.5624337351683415,0.5620499191862165,,0.5624409806160701,,0.00017208682045486277,2024,1,14,1,14,2,1,0,0,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,-0.7818314824680299,0.6234898018587334,13,169,0.00017208682045486277,,-0.00021199204704980268,-0.00037691915294935097,-0.0001292499628934296,0.00017182393507519933,
2024-01-15,0.5628751617489439,,0.5628751617489439,0.5628751617489439,1,63.0,63,33.0,taiwan,general,0.0,0,0.5622217431212917,0.5625889131517121,,0.5624818732728174,,0.00023544532205185625,2024,1,15,1,15,3,0,0,0,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,0.0,1.0,14,196,0.00023544532205185625,,0.0006534186276522247,0.00116220803561351,0.00048795071515161936,0.0002862485972318085,
2024-01-16,0.5623790506160621,,0.5623790506160621,0.5623790506160621,1,63.0,63,33.0,taiwan,general,0.0,1,0.5628751617489439,0.5627418478329977,,0.5624300450989695,,0.00020687742249423088,2024,1,16,1,16,3,0,0,0,0.49999999999999994,0.8660254037844387,-0.10116832198743204,-0.9948693233918952,0.7818314824680298,0.6234898018587336,15,225,0.00020687742249423088,,-0.000496111132881838,-0.0008813875022311013,-5.468455227941593e-05,-0.0003627972169356619,
2024-01-17,0.5622768340688764,,0.5622768340688764,0.5622768340688764,1,63.0,63,33.0,taiwan,general,0.0,2,0.5623790506160621,0.5623624209201699,,0.5624178184059276,,0.0002139484960030653,2024,1,17,1,17,3,0,0,0,0.49999999999999994,0.8660254037844387,-0.2993631229733582,-0.9541392564000488,0.9749279121818236,-0.22252093395631434,16,256,0.0002139484960030653,,-0.00010221654718567397,-0.00018175738778625217,5.509094758471278e-05,-8.5586851293451e-05,
2024-01-18,0.5620073614698468,,0.5620073614698468,0.5620073614698468,1,63.0,63,33.0,taiwan,general,0.0,3,0.5622768340688764,0.5623509930841851,,0.5623687281753078,,0.0002651364652421941,2024,1,18,1,18,3,0,0,0,0.49999999999999994,0.8660254037844387,-0.4853019625310808,-0.8743466161445822,0.43388373911755823,-0.900968867902419,17,289,0.0002651364652421941,,-0.00026947259902965204,-0.0004792525366545952,-0.000867800279097164,-0.00034363161433836886,
2024-01-19,0.562016139608441,,0.562016139608441,0.562016139608441,1,63.0,63,33.0,taiwan,general,0.0,4,0.5620073614698468,0.5623872110337923,,0.5623157179716862,,0.0002961110661047991,2024,1,19,1,19,3,0,0,0,0.49999999999999994,0.8660254037844387,-0.651372482722222,-0.7587581226927911,-0.433883739117558,-0.9009688679024191,18,324,0.0002961110661047991,,8.778138594234264e-06,1.5619259098764715e-05,-0.00036291100762109174,-0.0003710714253513103,
2024-01-20,0.5620342323274324,,0.5620342323274324,0.5620342323274324,1,63.0,63,33.0,taiwan,general,0.0,5,0.562016139608441,0.5624337351683415,,0.5622586461372706,,0.0003078409573270384,2024,1,20,1,20,3,1,0,0,0.49999999999999994,0.8660254037844387,-0.7907757369376986,-0.6121059825476627,-0.9749279121818236,-0.2225209339563146,19,361,0.0003078409573270384,,1.8092718991447043e-05,3.2192525652563475e-05,-0.00024260174144397073,-0.00039950284090906063,
